"rain" "evaporation" "flow"
"6642" 2.0992 1.5221 0.26609929
"6643" 6.9354 1.4267 0.26609929
"6644" 24.8494 0.1811 0.7091844
"6645" 0.0046 0.3584 1.7447163
"6646" 0.4198 0.6449 1.2928457
"6647" 0 0.5862 1.1610505
"6648" 0 0.4132 0.77696365
"6649" 0 1.1361 0.52341312
"6650" 0 1.2381 0.42676418
"6651" 0 1.4979 0.37530142
"6652" 10.3725 0.5492 0.34643174
"6653" 0 0.8296 0.34015514
"6654" 2.3931 0.7194 0.33513741
"6655" 0 1.3307 0.32132979
"6656" 0 0.4619 0.3087766
"6657" 0.435 0.5312 0.2962234
"6658" 7.5376 0.1768 0.34015514
"6659" 0 1.3495 0.43053191
"6660" 0 0.6033 0.3451773
"6661" 1.7435 0.3503 0.31505319
"6662" 1.2512 0.6996 0.3050133
"6663" 21.32 0.3249 0.38660018
"6664" 0 1.3412 0.88992908
"6665" 19.4306 0.2691 1.1748582
"6666" 4.0029 0.0741 1.6819548
"6667" 0.4185 0.1001 2.3974158
"6668" 0 0.3457 2.82418
"6669" 0 0.8285 2.5982447
"6670" 0 1.5685 1.5062278
"6671" 0 1.8549 0.76441046
"6672" 0.0336 1.5778 0.6012367
"6673" 13.1213 0.9475 0.62885195
"6674" 1.637 1.3162 0.92382092
"6675" 0.1072 0.9032 1.1861569
"6676" 1.0322 1.1213 1.1284176
"6677" 0.3023 1.1347 0.78073138
"6678" 0.0721 0.8921 0.60876773
"6679" 28.3461 0.3997 0.55102837
"6680" 0.4488 0.1173 1.669406
"6681" 0 1.5041 2.0208599
"6682" 0 1.5724 1.9957535
"6683" 0 1.1009 1.4560239
"6684" 3.9543 0.5222 0.85227394
"6685" 0.1411 0.1717 0.67403812
"6686" 0 0.6032 0.60876773
"6687" 0 1.6324 0.56232713
"6688" 0 0.5978 0.52215869
"6689" 0 0.5857 0.48701241
"6690" 0 1.5045 0.46191046
"6691" 0 1.181 0.43554965
"6692" 9.6431 0.5984 0.41923316
"6693" 0 1.5854 0.56860372
"6694" 0 1.6282 0.75813387
"6695" 0 1.5586 0.93762855
"6696" 0 1.3447 0.7091844
"6697" 0 1.0682 0.52592642
"6698" 0 1.2296 0.45187057
"6699" 4.9803 0.7341 0.41295656
"6700" 0 0.5191 0.42174645
"6701" 0 0.8289 0.41923316
"6702" 0.2042 2.141 0.3978945
"6703" 32.2375 0.2511 0.78825798
"6704" 0 0.8961 2.4225222
"6705" 0 1.7265 2.4601773
"6706" 0 1.8053 2.2467952
"6707" 0 1.5223 1.4183688
"6708" 5.339 0.8785 0.94265071
"6709" 1.0772 1.1903 1.01043
"6710" 0 2.3054 1.017961
"6711" 0 2.4243 1.0618927
"6712" 0 1.8199 0.78574911
"6713" 0.8937 1.4637 0.63763741
"6714" 16.1772 0.2824 0.58868351
"6715" 7e-04 0.3172 1.1095878
"6716" 5.3464 0.5338 1.5689894
"6717" 10.6643 0.4344 1.9832048
"6718" 0 2.8934 2.0208599
"6719" 0 0.9702 2.0710683
"6720" 0 2.7574 1.7698183
"6721" 0 2.9989 1.0957801
"6722" 0 2.348 0.78825798
"6723" 0 1.921 0.67278369
"6724" 14.2471 1.1467 0.5974734
"6725" 0.1744 3.115 0.70792996
"6726" 0 2.982 0.88992908
"6727" 0 3.8286 0.89244238
"6728" 0 2.675 0.79453457
"6729" 0 2.1839 0.6602305
"6730" 0 2.1539 0.58240691
"6731" 6.3398 1.0702 0.5522828
"6732" 0 2.5811 0.68407801
"6733" 0 1.9062 0.62885195
"6734" 0 1.7878 0.54726507
"6735" 0 1.0397 0.49328901
"6736" 0 3.7195 0.46316489
"6737" 0 4.4659 0.43806294
"6738" 0 3.9457 0.41295656
"6739" 0 3.1683 0.39161791
"6740" 0 2.2675 0.37153812
"6741" 0 3.7142 0.3552172
"6742" 0 2.6982 0.33388298
"6743" 0 3.2007 0.32007535
"6744" 0 4.4031 0.3087766
"6745" 12.4328 1.2199 0.3050133
"6746" 0.5916 3.4468 0.41170213
"6747" 0 4.4892 0.47320922
"6748" 0 4.5387 0.41797872
"6749" 0 2.2651 0.36400709
"6750" 0.2977 2.1677 0.32760638
"6751" 17.7281 0.9455 0.32383865
"6752" 7.5676 1.7151 0.92507535
"6753" 0 3.1843 2.1338254
"6754" 0 4.2007 2.3221055
"6755" 0 3.6838 2.1714805
"6756" 0 4.4517 1.0832314
"6757" 0 5.4468 0.6012367
"6758" 0 4.7903 0.47195035
"6759" 0 4.435 0.4004078
"6760" 0 4.8548 0.35898493
"6761" 0 4.7689 0.32635195
"6762" 6e-04 5.2346 0.30124557
"6763" 0 2.9852 0.28116135
"6764" 0 4.1962 0.26735372
"6765" 0 3.9798 0.25480496
"6766" 0 3.5615 0.24350621
"6767" 2.7067 1.1063 0.23221188
"6768" 0 3.3136 0.22844415
"6769" 1.0409 3.7537 0.22593528
"6770" 36.4237 0.8024 0.35019947
"6771" 4.2602 4.1332 0.79578901
"6772" 0 2.5866 0.77696365
"6773" 0 2.8967 0.58366578
"6774" 0.2057 2.4115 0.40667996
"6775" 0.1343 5.0058 0.32509309
"6776" 0 3.4972 0.27739805
"6777" 10.542 1.5779 0.25355053
"6778" 0.2266 3.4713 0.27865248
"6779" 0 2.6691 0.28116135
"6780" 14.2308 5.1382 0.27990691
"6781" 0 1.5989 0.31505319
"6782" 0.4956 1.866 0.27990691
"6783" 0 4.4247 0.25856826
"6784" 0 2.7924 0.23221188
"6785" 0.2351 3.3198 0.21212766
"6786" 0 2.3306 0.2008289
"6787" 38.5569 1.8048 0.19832004
"6788" 29.8292 6.0603 0.80708777
"6789" 1.6719 4.4587 2.0208599
"6790" 70.1719 1.1563 4.8324867
"6791" 0.1838 1.1042 8.3470257
"6792" 0 2.1973 8.6608245
"6793" 3.8368 3.7717 10.079189
"6794" 0 5.592 5.598156
"6795" 0 4.4365 3.1003236
"6796" 0 2.8847 1.9832048
"6797" 0 7.4619 1.0618927
"6798" 0 4.8361 0.80081117
"6799" 0 4.0802 0.63763741
"6800" 0.0088 6.3024 0.5522828
"6801" 19.6329 2.1025 0.50709663
"6802" 0.712 5.4212 0.51086436
"6803" 0 6.5943 0.50960993
"6804" 0 6.5628 0.46818706
"6805" 0 6.5507 0.43053191
"6806" 0.655 1.507 0.40793883
"6807" 38.087 0.883 0.39538564
"6808" 4.5062 0.7862 0.48324911
"6809" 0 5.8854 0.72424645
"6810" 0 6.5561 1.4434707
"6811" 0 6.7154 1.3807092
"6812" 0 7.2788 0.7493484
"6813" 0 6.3992 0.51588209
"6814" 0 4.8835 0.42174645
"6815" 0 4.266 0.36651596
"6816" 6.9743 2.5413 0.33136968
"6817" 16.3643 2.0594 0.32760638
"6818" 11.7393 0.7226 0.40166223
"6819" 1.6793 1.4889 0.52968972
"6820" 0 1.7342 0.90750443
"6821" 0 4.0012 1.0129388
"6822" 0 3.9662 0.78324025
"6823" 0 3.8727 0.57487589
"6824" 0 4.9881 0.39538564
"6825" 0 4.3149 0.27363032
"6826" 0 6.5382 0.24852837
"6827" 0 5.0073 0.22844415
"6828" 0 4.6841 0.21463652
"6829" 0 5.3284 0.19957447
"6830" 0 5.7025 0.18828014
"6831" 0 5.9006 0.17949025
"6832" 0 6.8295 0.17070479
"6833" 6e-04 5.9815 0.16317376
"6834" 0 6.4853 0.16317376
"6835" 0 7.0809 0.16066489
"6836" 0 6.3939 0.14936613
"6837" 0.0945 4.7598 0.14560284
"6838" 0 6.0699 0.14058067
"6839" 0 3.9495 0.13807181
"6840" 0 4.1855 0.13430408
"6841" 0 5.713 0.13054078
"6842" 0 5.808 0.12677305
"6843" 0.0475 4.2545 0.12300975
"6844" 7.3385 3.0094 0.13304965
"6845" 0.1301 4.3944 0.16945035
"6846" 0 5.9994 0.17949025
"6847" 5.6185 4.702 0.14936613
"6848" 12.2464 5.092 0.1443484
"6849" 16.6305 2.7065 0.13932624
"6850" 0 5.5226 0.23974291
"6851" 0.1553 3.5861 0.21840426
"6852" 27.7136 2.7659 0.15313387
"6853" 12.465 1.2497 0.16945035
"6854" 5.3717 2.8088 0.2071055
"6855" 5.6703 4.5901 0.20459663
"6856" 3.5401 1.4286 0.2071055
"6857" 6.9734 2.7499 0.46441933
"6858" 1.2805 2.332 0.65520833
"6859" 3.4177 4.0129 0.48701241
"6860" 31.0878 1.8525 0.67403812
"6861" 0.1255 5.5392 0.58993794
"6862" 0 6.2808 0.53345745
"6863" 0 4.097 0.4468484
"6864" 0 3.485 0.29496897
"6865" 0 4.1734 0.22969858
"6866" 16.1302 1.07 0.19832004
"6867" 9.3818 1.1072 0.25229167
"6868" 3.3519 2.0679 0.24476064
"6869" 0.6187 2.7809 0.20208777
"6870" 1.4247 4.2287 0.18325798
"6871" 0 3.6465 0.32760638
"6872" 0 3.8976 0.26233599
"6873" 0 3.0184 0.24225177
"6874" 0 6.5977 0.21840426
"6875" 0 2.9191 0.17698138
"6876" 0.0823 2.1942 0.16694149
"6877" 0 4.9356 0.17070479
"6878" 0 5.0588 0.17949025
"6879" 0.3359 4.841 0.17572695
"6880" 18.2479 1.7239 0.17823582
"6881" 14.7223 3.2306 0.21714982
"6882" 5.0221 1.9079 0.30752216
"6883" 0 3.5404 0.31003103
"6884" 4.954 5.6258 0.23597518
"6885" 0 5.6487 0.2071055
"6886" 0.0842 1.5924 0.18828014
"6887" 9.881 1.4776 0.17949025
"6888" 0.8589 1.2565 0.17070479
"6889" 0 4.7842 0.16191933
"6890" 0 4.6534 0.16568706
"6891" 0 5.7985 0.12677305
"6892" 0 5.6744 0.11045656
"6893" 0 3.4266 0.1016711
"6894" 0.2344 1.2105 0.096648936
"6895" 1.0099 2.9655 0.11171099
"6896" 16.9219 4.0039 0.11171099
"6897" 5.1096 1.4226 0.10669326
"6898" 0 1.1978 0.11673316
"6899" 0.0378 3.0267 0.11296543
"6900" 0 2.6119 0.11171099
"6901" 6e-04 1.2612 0.11547872
"6902" 14.6202 1.6666 0.12551862
"6903" 46.7312 1.0228 0.21212766
"6904" 1.5012 0.8002 0.29371454
"6905" 0.0473 0.8062 1.4811259
"6906" 0 1.2229 2.0083067
"6907" 0 6.4174 1.1020567
"6908" 6e-04 6.1935 0.44057181
"6909" 6e-04 2.3477 0.28492908
"6910" 0 1.5797 0.22342199
"6911" 0 1.8096 0.18702571
"6912" 0 0.7711 0.16442819
"6913" 0.2139 0.6884 0.15187943
"6914" 0.1459 0.9135 0.1481117
"6915" 15.5124 0.5244 0.15564273
"6916" 7.652 0.5452 0.18953457
"6917" 11.1136 2.135 0.21338209
"6918" 3.2138 2.0453 0.43429521
"6919" 0.0209 3.4365 1.0982934
"6920" 0.8702 1.7121 0.91754433
"6921" 5.6005 1.4042 0.53596631
"6922" 0.712 1.3825 0.40667996
"6923" 0 4.7589 0.32132979
"6924" 0 4.6446 0.2560594
"6925" 0 4.6296 0.21463652
"6926" 0 5.0767 0.18702571
"6927" 0 4.9399 0.16694149
"6928" 0 1.1082 0.1543883
"6929" 0 1.4189 0.14560284
"6930" 0 0.9027 0.13932624
"6931" 0 4.7916 0.13430408
"6932" 0 4.9035 0.12802748
"6933" 0 4.7603 0.12300975
"6934" 0 4.4958 0.11924202
"6935" 0 4.7901 0.11422429
"6936" 23.2049 0.6466 0.11547872
"6937" 0.0012 1.3379 0.13555851
"6938" 0 3.7628 0.16191933
"6939" 0 4.02 0.15941046
"6940" 0 4.4259 0.17447252
"6941" 0 4.4772 0.16066489
"6942" 0 2.312 0.14183511
"6943" 0 4.578 0.12928635
"6944" 0 4.6114 0.12049645
"6945" 0 4.1601 0.11547872
"6946" 0 4.1151 0.11171099
"6947" 0.712 1.2446 0.10920213
"6948" 0 3.2186 0.10669326
"6949" 0 4.1953 0.10417996
"6950" 0 2.3938 0.10292553
"6951" 0 2.951 0.1016711
"6952" 0 4.4249 0.1016711
"6953" 0 4.4747 0.10041667
"6954" 0 2.8626 0.10041667
"6955" 38.6823 0.8503 0.11422429
"6956" 0.0011 1.0343 0.27990691
"6957" 0 3.9966 0.29246011
"6958" 0 3.2315 0.26359043
"6959" 0 3.3993 0.22969858
"6960" 0 3.728 0.18074911
"6961" 0 1.7008 0.15564273
"6962" 0 3.2961 0.14309397
"6963" 6.5617 1.0875 0.13304965
"6964" 0 3.8532 0.13054078
"6965" 0 2.2371 0.12049645
"6966" 0 2.2891 0.11547872
"6967" 0 3.3036 0.11673316
"6968" 0 3.4194 0.11924202
"6969" 23.297 1.0044 0.13179521
"6970" 2.4328 0.6905 0.23346631
"6971" 11.6982 0.3698 0.2560594
"6972" 0 2.0777 0.28116135
"6973" 3.2783 1.3084 0.29120567
"6974" 0 1.7834 0.3514539
"6975" 0 2.1708 0.3050133
"6976" 0 2.1092 0.2460195
"6977" 0 2.1612 0.2071055
"6978" 0 2.3828 0.18200355
"6979" 0 2.5203 0.16694149
"6980" 0 2.3364 0.15941046
"6981" 0 1.8927 0.1543883
"6982" 0 1.3045 0.15187943
"6983" 0 2.3695 0.14936613
"6984" 0 2.9089 0.14309397
"6985" 0 2.0967 0.13807181
"6986" 0 1.8441 0.13681738
"6987" 0 1.1289 0.13681738
"6988" 0 2.6773 0.13932624
"6989" 0 2.1589 0.13555851
"6990" 0 0.9466 0.13430408
"6991" 0 1.3988 0.13179521
"6992" 0 1.3007 0.13430408
"6993" 0 0.8288 0.13430408
"6994" 0.9599 1.0516 0.13430408
"6995" 0 2.5885 0.13681738
"6996" 0 0.5984 0.13932624
"6997" 0.1029 0.9652 0.13430408
"6998" 0.1029 1.1618 0.13179521
"6999" 0 1.0051 0.13054078
"7000" 2.0402 1.987 0.13179521
"7001" 0 1.6133 0.13304965
"7002" 23.4437 0.7946 0.14685727
"7003" 0 1.3738 0.27488918
"7004" 0 1.6277 0.50333333
"7005" 0 0.7476 0.59872784
"7006" 0 0.7106 0.44559397
"7007" 0 0.7235 0.31003103
"7008" 0.0126 0.4119 0.25355053
"7009" 37.0077 0.2845 0.22468085
"7010" 27.8704 0.1621 0.77068706
"7011" 4.0487 0.7905 2.8367332
"7012" 0.001 2.0311 3.0752216
"7013" 0 1.43 2.9245966
"7014" 90.8586 0.4214 2.6359043
"7015" 33.5521 0.108 7.8072917
"7016" 0 0.944 8.7737899
"7017" 0.0626 0.5814 10.769548
"7018" 7.0235 0.4507 11.899215
"7019" 13.133 0.319 8.4976463
"7020" 0 1.0436 4.0542686
"7021" 17.9218 1.1839 2.8994947
"7022" 1.9574 1.1978 3.92875
"7023" 0 1.6556 3.4392243
"7024" 0 1.3705 3.1881871
"7025" 0 1.1652 2.259344
"7026" 0 1.6583 1.3556073
"7027" 10.257 0.2648 1.1058245
"7028" 0.5678 0.3512 1.1233954
"7029" 0 0.3612 1.3556073
"7030" 5.8573 0.5164 1.6191977
"7031" 6.8153 0.1604 1.4183688
"7032" 11.573 0.1571 1.4560239
"7033" 0.0915 0.0659 2.3095523
"7034" 12.828 0.1635 2.3346543
"7035" 6.0324 0.7528 2.4852793
"7036" 3.081 0.7305 3.2258422
"7037" 8.0365 0.3324 3.6902615
"7038" 0 0.9071 3.3388076
"7039" 3.45 0.843 2.9120434
"7040" 33.117 0.1942 2.9873582
"7041" 0.2821 0.0877 4.167234
"7042" 0.3359 0.1468 4.9329034
"7043" 1.2978 0.0785 5.5353945
"7044" 0.0077 0.42 4.6693129
"7045" 0.2687 0.2701 2.6107979
"7046" 0 0.9696 1.9078901
"7047" 0 0.8002 1.2677438
"7048" 0 1.4329 1.025492
"7049" 0 1.9479 0.89495124
"7050" 0 1.5687 0.8045789
"7051" 0 0.6879 0.73554078
"7052" 0 1.8808 0.68282358
"7053" 2.0344 0.567 0.64265957
"7054" 17.1778 0.2013 0.63512855
"7055" 0 1.6177 1.1673271
"7056" 0 1.5944 2.4601773
"7057" 0 2.0419 2.2091356
"7058" 0 0.866 1.4560239
"7059" 0 0.6089 1.0054078
"7060" 0 1.1646 0.78700355
"7061" 0 0.6486 0.69537677
"7062" 0.8478 0.7942 0.63512855
"7063" 8.7202 0.6668 0.59621454
"7064" 0.7997 2.332 0.66399823
"7065" 0 1.8266 0.74056294
"7066" 0 2.0888 0.67780142
"7067" 0 1.8919 0.6012367
"7068" 0 2.2894 0.54349734
"7069" 0 1.7924 0.50082004
"7070" 0 1.8298 0.46316489
"7071" 0 1.9232 0.43554965
"7072" 0 1.507 0.42174645
"7073" 0 1.4662 0.40793883
"7074" 0 2.1247 0.39664007
"7075" 0 1.3423 0.38157801
"7076" 6.2872 0.7462 0.37028369
"7077" 12.7668 0.1371 0.40166223
"7078" 0 0.3232 0.71420213
"7079" 0.826 1.2299 1.1359486
"7080" 1.3571 1.0686 1.058125
"7081" 0 1.7064 0.76692376
"7082" 0 1.9553 0.62257535
"7083" 1.5229 0.6539 0.54726507
"7084" 2.797 1.1219 0.50333333
"7085" 3.5017 0.855 0.48575798
"7086" 6e-04 2.4545 0.48827128
"7087" 0.712 2.1848 0.50835106
"7088" 0 2.0884 0.51086436
"7089" 0 2.3682 0.48450355
"7090" 33.4506 0.2619 0.47446365
"7091" 0.0038 0.6055 1.3556073
"7092" 0.34 2.7067 2.3974158
"7093" 0.0378 1.2468 2.6107979
"7094" 0 2.8113 1.8200266
"7095" 0 2.4336 0.99662234
"7096" 0 1.1814 0.75311613
"7097" 0 1.4718 0.64140514
"7098" 0 3.4471 0.56734486
"7099" 0 3.6559 0.51211879
"7100" 4.8134 1.2453 0.47571809
"7101" 0.1318 2.2694 0.47320922
"7102" 16.687 0.8793 0.49705674
"7103" 0 0.7852 0.54475177
"7104" 0.3443 3.4426 0.96900709
"7105" 0 1.6023 1.3179521
"7106" 0 1.1255 0.70416223
"7107" 0.1033 1.4259 0.52718085
"7108" 0 1.6243 0.46065603
"7109" 0 2.3534 0.42300089
"7110" 0 3.2174 0.3978945
"7111" 0 2.3896 0.37655585
"7112" 33.7581 0.5716 0.36274823
"7113" 47.1081 0.2874 1.845133
"7114" 1.2459 0.9182 5.5730496
"7115" 0 3.1726 8.3846809
"7116" 0 3.9421 9.5896631
"7117" 0 3.3686 5.2592553
"7118" 0 3.1565 2.8869415
"7119" 0 2.7136 1.8827881
"7120" 0 1.5533 1.2551906
"7121" 0.949 1.6976 1.0041534
"7122" 0 2.6503 0.81587323
"7123" 0 1.1707 0.71546099
"7124" 2.8328 0.8253 0.65269947
"7125" 0 1.4446 0.6112766
"7126" 49.4601 1.0369 0.81587323
"7127" 0.2848 4.6432 4.7697296
"7128" 0 4.6981 4.9454566
"7129" 0 2.0694 5.1964938
"7130" 20.0987 0.7289 3.6526064
"7131" 1.1762 0.6121 2.1463785
"7132" 1.8711 0.983 3.2509486
"7133" 0 5.4336 3.6777128
"7134" 0 3.3004 2.9371498
"7135" 11.2624 1.4238 1.8074778
"7136" 6.8047 2.503 1.3681605
"7137" 0.0271 6.0853 1.8200266
"7138" 0 5.188 1.7196144
"7139" 0 3.0716 1.3807092
"7140" 0 3.1123 0.99536791
"7141" 0 2.7345 0.76692376
"7142" 0 2.4987 0.64642287
"7143" 0 1.7867 0.56860372
"7144" 0 1.0695 0.50709663
"7145" 5.8149 1.2995 0.48074025
"7146" 5.6143 4.5839 0.80332447
"7147" 0 6.049 0.68910018
"7148" 0 5.6663 0.53722074
"7149" 3.3802 2.1506 0.46065603
"7150" 23.3898 1.6006 0.44057181
"7151" 23.4642 1.258 1.8325798
"7152" 0 6.1076 3.0375621
"7153" 0 5.9093 2.5605895
"7154" 0 5.6043 1.5940913
"7155" 0 4.7941 0.8610594
"7156" 4.1011 0.7897 0.62885195
"7157" 0 6.4253 0.58240691
"7158" 0.5038 4.9037 0.51964982
"7159" 0 4.8069 0.46316489
"7160" 3.1351 1.6629 0.42174645
"7161" 0.1234 2.3348 0.39287677
"7162" 23.3725 2.1855 0.38910904
"7163" 9.88 1.1421 0.49454344
"7164" 32.2707 1.9885 1.0719326
"7165" 1.4025 2.7978 1.5815426
"7166" 0 3.9506 2.3848626
"7167" 0 2.6539 2.3095523
"7168" 6e-04 3.4092 1.7698183
"7169" 24.0328 1.2425 0.89244238
"7170" 0.1901 2.526 0.7091844
"7171" 0 6.6734 0.79704787
"7172" 0 6.3362 1.0305142
"7173" 0 4.5995 0.72299202
"7174" 0 6.2644 0.50960993
"7175" 0 7.6513 0.41295656
"7176" 6.2557 2.8205 0.36400709
"7177" 0.0553 3.0493 0.54977394
"7178" 9.6637 2.1546 0.43053191
"7179" 0.1931 3.444 0.43806294
"7180" 0 5.4777 0.40793883
"7181" 6e-04 7.0401 0.37028369
"7182" 0 3.3038 0.34894504
"7183" 0.001 3.4023 0.29999113
"7184" 0 6.4255 0.26735372
"7185" 0 3.8339 0.24476064
"7186" 0 2.5692 0.22718972
"7187" 0 7.1432 0.21463652
"7188" 0 3.1944 0.2033422
"7189" 0 7.0953 0.19329787
"7190" 0 6.9919 0.18325798
"7191" 2.0546 5.8625 0.17698138
"7192" 0 6.6606 0.17321809
"7193" 0 6.6679 0.16694149
"7194" 7.6831 6.2577 0.17321809
"7195" 18.1693 5.8449 0.17572695
"7196" 0 7.6971 0.16819592
"7197" 0 6.9822 0.1543883
"7198" 0 5.9281 0.17949025
"7199" 0.001 4.1865 0.22216755
"7200" 11.8296 3.3941 0.18325798
"7201" 9.0852 3.2667 0.19832004
"7202" 6.3916 1.569 0.38283245
"7203" 0 1.8044 0.34894504
"7204" 16.1182 1.0086 0.32132979
"7205" 0.0534 1.4682 0.51462766
"7206" 0 3.4155 0.38660018
"7207" 0 3.6941 0.29371454
"7208" 0 3.2734 0.26609929
"7209" 2.2071 3.3862 0.21714982
"7210" 0.4712 6.9714 0.18702571
"7211" 0 7.7716 0.16694149
"7212" 0 6.7629 0.1543883
"7213" 1.3714 6.5838 0.14685727
"7214" 1.0479 5.9711 0.14183511
"7215" 7.0186 5.4347 0.13932624
"7216" 3.8295 2.8843 0.16191933
"7217" 0 7.0935 0.17949025
"7218" 0 6.7424 0.1543883
"7219" 0 3.9523 0.14183511
"7220" 7.5555 3.072 0.13932624
"7221" 8.2167 1.3877 0.14058067
"7222" 1.0357 2.7771 0.16066489
"7223" 0.2204 3.9523 0.17572695
"7224" 0.2204 4.3849 0.16819592
"7225" 6.3895 3.1528 0.15815603
"7226" 5.31 2.6759 0.17823582
"7227" 0 2.0369 0.23597518
"7228" 0.0027 3.2952 0.29748227
"7229" 0.5137 3.5225 0.21965869
"7230" 0 5.2798 0.18074911
"7231" 11.2738 2.8588 0.18828014
"7232" 0.9735 3.713 0.18451241
"7233" 0 3.4778 0.16191933
"7234" 1.5114 4.1324 0.16191933
"7235" 18.7342 1.7599 0.14936613
"7236" 2.1268 3.1548 0.17698138
"7237" 0.7259 4.0093 0.23221188
"7238" 0 6.044 0.18953457
"7239" 0.0031 5.929 0.15313387
"7240" 0 6.7259 0.14183511
"7241" 3.7281 5.797 0.13179521
"7242" 5.043 3.0128 0.12551862
"7243" 0.0094 4.1102 0.12049645
"7244" 6e-04 6.1229 0.12049645
"7245" 0 6.0269 0.11422429
"7246" 5.8932 5.0797 0.12928635
"7247" 0 5.3913 0.20208777
"7248" 0 5.0423 0.14058067
"7249" 1.2975 4.5904 0.12551862
"7250" 5.728 1.9683 0.11924202
"7251" 2.4 2.888 0.11673316
"7252" 2.9285 4.0887 0.11798759
"7253" 0.001 5.7897 0.11924202
"7254" 0 4.3668 0.11547872
"7255" 10.2058 2.505 0.11296543
"7256" 3.0413 2.0028 0.12175532
"7257" 11.2457 2.513 0.12175532
"7258" 13.5032 2.4799 0.38032358
"7259" 4.6555 3.0276 0.4104477
"7260" 17.5368 3.7107 0.40919326
"7261" 1.5192 5.094 0.7619016
"7262" 5.3732 4.6411 0.51964982
"7263" 19.9472 2.8605 0.36023936
"7264" 0.8544 2.9828 0.27739805
"7265" 0 5.4748 0.61253546
"7266" 0.7641 5.8883 0.52090426
"7267" 0 5.977 0.34768617
"7268" 9.4408 5.1353 0.23974291
"7269" 6e-04 4.9464 0.2071055
"7270" 0 6.5533 0.17321809
"7271" 0 6.9441 0.14685727
"7272" 0 5.7474 0.14685727
"7273" 0 3.1776 0.1543883
"7274" 0 2.5259 0.13932624
"7275" 0 2.989 0.12426418
"7276" 0 5.6423 0.11547872
"7277" 0 1.6733 0.11045656
"7278" 18.5288 1.1288 0.1079477
"7279" 3.0785 2.2857 0.14058067
"7280" 6.7521 2.4716 0.16568706
"7281" 0.0119 3.8769 0.17447252
"7282" 0 4.9161 0.16442819
"7283" 0 6.0108 0.14936613
"7284" 0.3359 2.2068 0.13179521
"7285" 0 5.3269 0.12802748
"7286" 0 2.9819 0.12049645
"7287" 0 5.678 0.11422429
"7288" 0 5.5026 0.11171099
"7289" 0 2.5494 0.10920213
"7290" 23.5822 1.2014 0.11296543
"7291" 6.7618 1.8585 0.18074911
"7292" 7.1836 1.576 0.20961879
"7293" 5.343 4.7542 0.20835993
"7294" 0 5.0983 0.23974291
"7295" 0 4.8297 0.20459663
"7296" 0 5.1762 0.16317376
"7297" 0 5.1239 0.14058067
"7298" 0 5.5754 0.12551862
"7299" 0 4.2749 0.11673316
"7300" 0.6204 2.0272 0.10920213
"7301" 0.0183 1.1985 0.11171099
"7302" 0 5.3342 0.10417996
"7303" 0 4.8257 0.10041667
"7304" 0 3.6975 0.099162234
"7305" 0 4.7254 0.099162234
"7306" 0 4.3398 0.10041667
"7307" 0 4.6487 0.11296543
"7308" 0 2.0801 0.10920213
"7309" 0 5.2789 0.1079477
"7310" 0 2.3375 0.10669326
"7311" 28.5144 0.9881 0.19957447
"7312" 1.014 0.6648 0.90499113
"7313" 0 1.5476 0.36777039
"7314" 4.3472 2.3646 0.21463652
"7315" 8.1831 0.668 0.16694149
"7316" 1.0748 0.9436 0.16191933
"7317" 0 2.9252 0.15187943
"7318" 0 2.0372 0.13681738
"7319" 0 3.4281 0.14058067
"7320" 0 4.6175 0.13179521
"7321" 0 2.9663 0.12551862
"7322" 3.4997 1.8798 0.12175532
"7323" 0 4.1267 0.12300975
"7324" 0 4.2414 0.12426418
"7325" 0 1.6317 0.11924202
"7326" 0 2.8957 0.11422429
"7327" 0 1.3863 0.11171099
"7328" 0 3.8345 0.11296543
"7329" 0.2148 3.2969 0.11045656
"7330" 0 3.3319 0.1079477
"7331" 0 3.2326 0.1079477
"7332" 0 3.7816 0.1079477
"7333" 0 3.5198 0.10920213
"7334" 0 2.9582 0.10920213
"7335" 0 3.2084 0.11045656
"7336" 0 3.1444 0.11045656
"7337" 0 3.5052 0.10920213
"7338" 0 3.408 0.11296543
"7339" 6.2068 0.5985 0.12049645
"7340" 0 0.513 0.12677305
"7341" 1.0102 0.5843 0.13054078
"7342" 13.6688 0.2999 0.14560284
"7343" 0 0.5924 0.16568706
"7344" 6.7515 1.7277 0.17070479
"7345" 7.2361 0.5732 0.17823582
"7346" 3.5627 1.3298 0.18576684
"7347" 5.671 0.5103 0.19832004
"7348" 0 0.903 0.18702571
"7349" 0.3377 1.8784 0.16945035
"7350" 0 1.8241 0.1543883
"7351" 5.4814 1.255 0.14560284
"7352" 0.0019 2.6 0.1481117
"7353" 43.6798 0.9489 0.18451241
"7354" 0.0015 2.692 0.69663121
"7355" 0 2.1163 0.68407801
"7356" 0 1.8412 0.40291667
"7357" 0 2.1832 0.27739805
"7358" 0 1.6688 0.22468085
"7359" 0 0.8953 0.19455674
"7360" 7.7618 0.6373 0.18200355
"7361" 0 2.052 0.18074911
"7362" 0 1.188 0.18074911
"7363" 1.033 1.3855 0.17195922
"7364" 8.9304 3.0706 0.17698138
"7365" 1.234 0.8589 0.2033422
"7366" 11.7172 0.6817 0.2071055
"7367" 31.3326 0.3966 0.75311613
"7368" 0.071 0.7858 1.4434707
"7369" 15.9125 0.5957 1.5062278
"7370" 0 2.1031 1.2551906
"7371" 0 1.9789 0.78700355
